,Headline,Date,Stock,Neutral,Positive,Negative
11213,jim cramer gives his opinion on att rockwell automation and more,2019-04-17,PCG,0.9999837875366211,1.1409296121200896e-06,1.4986578207754064e-05
11214,update pge is paying property taxes and franchise fees of more than 388 mln up 21 mln yoy this spring to the 50 counties and 247 cities where the energy company owns and operates gas and electric infrastructure that serves 16 million californians,2019-04-16,PCG,0.9940521121025085,0.005940631963312626,7.174114216468297e-06
11215,pge increases property tax and franchise fees payments to cities counties this year due to increased infrastructure investment,2019-04-16,PCG,0.9927464127540588,0.006843749433755875,0.00040984468068927526
11216,pge option alert jan 2021 50 calls at the ask 500  1801 vs 399 oi earnings 52 before open est ref234762,2019-04-15,PCG,0.9999922513961792,1.521324065834051e-06,6.179257979965769e-06
11217,citi reiterates buy on pge and edison international as firm notes the press conference by the governor gave us confidence that ca will get something constructive accomplished by july,2019-04-15,PCG,4.368592154690987e-09,1.0,7.654463729522831e-09
11218,pge option alert thu 24 calls sweep 2 near the ask 1488  10 vs 934 oi earnings 52 before open est ref2352,2019-04-15,PCG,0.9999359846115112,7.4110585046582855e-06,5.66045637242496e-05
11219,pge option alert thu 25 calls sweep 3 near the ask 938  0967 vs 10824 oi earnings 52 before open est ref2425,2019-04-15,PCG,0.9999850988388062,3.119562279607635e-06,1.182524829346221e-05
11220,pge option alert sep 20 25 calls sweep 37 near the ask 1048  485 vs 456 oi earnings 52 before open est ref24425,2019-04-15,PCG,0.9999765157699585,5.657428573613288e-06,1.7834285245044157e-05
11221,48 biggest movers from friday,2019-04-15,PCG,0.9798437356948853,0.0025563575327396393,0.017599936574697495
11222,pge shares are trading higher after california governor gavin newsom proposed fixes to the states wildfire crisis and signaled that the company could receive assistance,2019-04-12,PCG,1.8323283939025714e-06,0.9999978542327881,4.112048657134437e-07
11223,pge option alert jun 21 25 calls sweep 13 above ask 848  1804 vs 92607 oi earnings 52 before open est ref2147,2019-04-12,PCG,0.9999872446060181,1.809045897971373e-06,1.0947003829642199e-05
11224,pge option alert jan 17 35 calls sweep 2 near the ask 750  145 vs 2009 oi earnings 52 before open est ref2142,2019-04-12,PCG,0.99998939037323,3.5366449537832523e-06,7.08299330653972e-06
11225,strike force charged with examining california wildfires climate change and energy future identified 3 concepts for evaluation concepts include creation of catastrophic wildfire fund revised cost recovery standard to spread cost of wildfires,2019-04-12,PCG,0.9999879598617554,7.571414698759327e-06,4.429493401403306e-06
11226,california governor proposes fixes to states wildfire crisis wsj,2019-04-12,PCG,0.998921275138855,7.126774107746314e-06,0.0010716150281950831
11227,pge shares spike as california governor gavin newsom signals co will get wildfire help,2019-04-12,PCG,0.9361613988876343,0.05720775946974754,0.006630915217101574
11228,pge announces nora mead brownell appointed chair,2019-04-12,PCG,0.9994651675224304,0.0005306784878484905,4.117149273952236e-06
11229,pge option alert fri 195 calls sweep 8 near the ask 902  0431 vs 348 oi earnings 52 before open est ref19335,2019-04-11,PCG,0.9999728202819824,3.5845725960825803e-06,2.362983832426835e-05
11230,pge in talks with bluemountain about possibly expanding board,2019-04-11,PCG,0.9994150400161743,3.02255848509958e-05,0.0005546803586184978
11231,us bankruptcy judge has deferred ruling on pges bonus plan needs more details,2019-04-09,PCG,0.9999208450317383,2.2879614789417246e-06,7.6837714004796e-05
11232,pge shares trading lower likely related to a moodys report california public power utilities face same specter of wildfire risk inverse condemnation,2019-04-09,PCG,0.006256833206862211,0.0012688968563452363,0.9924742579460144
11233,pge option alert jan 17 325 calls at the ask 900  124 vs 794 oi earnings 52 before open est ref19915,2019-04-08,PCG,0.9999939203262329,2.385928382864222e-06,3.7306913327483926e-06
11234,shares of pge are trading higher after the company on friday announced the appointment of new directors as part of the board refreshment process,2019-04-08,PCG,7.607018778799102e-05,0.999923825263977,1.1662780963206387e-07
11235,pge option alert apr 18 21 calls sweep 3 near the ask 500  0641 vs 8266 oi earnings 52 before open est ref2004,2019-04-08,PCG,0.9999963045120239,1.4674661770186503e-06,2.2621195512328995e-06
11236,fitch issues report on pge says sees a pgelike bankruptcy as less likely among european utilities,2019-04-08,PCG,0.12480727583169937,0.005069549195468426,0.8701232075691223
11237,pge option alert apr 18 195 calls sweep 35 near the ask 871  0941 vs 3609 oi earnings 52 before open est ref192999,2019-04-05,PCG,0.999983549118042,1.0867073569897912e-06,1.5378256648546085e-05
11238,pge option alert jun 21 22 calls sweep 43 near the ask 2234  1591 vs 5654 oi earnings 52 before open est ref1915,2019-04-05,PCG,0.9999779462814331,1.570713720866479e-06,2.0520079488051124e-05
11239,pge option alert jun 21 25 calls sweep 2 near the ask 7890  0756 vs 82313 oi earnings 52 before open est ref190499,2019-04-05,PCG,0.9999818801879883,1.7777282437236863e-06,1.634430191188585e-05
11240,pge option alert apr 18 21 calls sweep 2 above ask 2200  0381 vs 9168 oi earnings 52 before open est ref190933,2019-04-04,PCG,0.9999951124191284,4.985925556866277e-07,4.366761004348518e-06
11241,pge names william bill johnson as new ceo refreshes board,2019-04-04,PCG,0.9998847246170044,5.485492874868214e-05,6.039280924596824e-05
11242,pge option alert apr 18 20 calls sweep 22 near the ask 1248  042 vs 8156 oi earnings 52 before open est ref18355,2019-04-03,PCG,0.9999881982803345,3.0836922633170616e-06,8.65460060595069e-06
11243,the latest from pge executive overhaul judge halts dividend payments,2019-04-03,PCG,0.08481452614068985,0.00032929194276221097,0.9148561358451843
11244,moodys says regulators and legislators explore creditsupportive fire risk solutions for pge and other california utilities,2019-04-03,PCG,0.9999241828918457,5.852778485859744e-06,6.994982686592266e-05
11245,us judge imposes new probation terms on pge corp aimed at cutting wildfire risk bars co from reissuing dividends so funds can be used to cut wildfire risk,2019-04-02,PCG,0.9911371469497681,0.00010876668966375291,0.008754105307161808
11246,pge is said to be near deal with hedge funds on ceo and board overhaul co agrees to hire tvas bill ojohnson as ceo,2019-04-02,PCG,0.999840259552002,3.3606315810175147e-06,0.0001563380064908415
11247,bluemountain capital management llc says current board of pge should seat our nominees immediately,2019-03-28,PCG,0.9999871253967285,3.928322485080571e-07,1.2499378499342129e-05
11248,pge shares recently turn negative downside intensified as 17 level was breached to the downside shares down 76 for session not yet seeing news to justify move lower,2019-03-28,PCG,8.125196472974494e-06,3.158286926918663e-05,0.9999603033065796
11249,pge creditors propose 35b bankruptcy exit plan,2019-03-28,PCG,0.9997817873954773,0.0001262799050891772,9.187610703520477e-05
11250,us judge approves 55 billion bankruptcy loan for california power producer pge corp,2019-03-27,PCG,0.9999366998672485,6.54453333481797e-06,5.6769651564536616e-05
11251,g	 pge option alert jun 21 21 calls at the ask 1142  20 vs 18982 oi earnings 52 before open est ref190,2019-03-21,PCG,0.9999804496765137,1.914839231176302e-06,1.768787478795275e-05
11252,pge option alert apr 18 20 calls at the ask 1842  1101 vs 5422 oi earnings 52 before open est ref1923,2019-03-20,PCG,0.9999905824661255,6.036055992808542e-07,8.833789252093993e-06
11253,pge to further extend shareholder proposal deadline to march 25 at 500 pm et co continues to be engaged in board refreshment process,2019-03-19,PCG,0.9999712705612183,1.369445089949295e-05,1.5021275430626702e-05
11254,pge close to naming new ceo board,2019-03-17,PCG,0.9999350309371948,2.4815475626382977e-05,4.020649430458434e-05
11255,pge option alert apr 18 20 calls sweep 21 near the ask 896  115 vs 3016 oi earnings 52 before open est ref1923,2019-03-15,PCG,0.999987006187439,1.5395572745546815e-06,1.1500687833176926e-05
11256,pge 8k shows board determined to further extend deadline for receipt of written notice by shareholders related to nomination of board seat at annual shareholder meeting from 8 pm edt mar 12 2019 to 8 pm edt mar 19 2019,2019-03-12,PCG,0.9999502897262573,1.941414848261047e-05,3.024757097591646e-05
11257,pge option alert jun 21 25 calls sweep 7 near the ask 898  10 vs 61061 oi earnings 52 before open est ref19395,2019-03-12,PCG,0.9999746084213257,2.2996746338321827e-06,2.307663999090437e-05
11258,pge on friday submitted final report on gas pipeline safety enhancement plan to cpuc,2019-03-11,PCG,0.9999626874923706,1.1159425412188284e-05,2.6055597118102014e-05
11259,pge board determined to further extend shareholder proposal deadline,2019-03-08,PCG,0.9989497065544128,0.00029174587689340115,0.0007585969287902117
11260,midday market update titan international falls following downbeat q4 results gtx shares jump,2019-03-07,PCG,0.7028849124908447,0.001364715164527297,0.2957504391670227
11261,midmorning market update markets open lower kroger misses q4 expectations,2019-03-07,PCG,1.0270707662130008e-06,3.1915103591018124e-06,0.9999958276748657
11262,federal judge says pge should suspend dividend until it complies with requirement to clear tree branches near power lines,2019-03-06,PCG,0.9991683959960938,4.483726115722675e-06,0.0008270612452179193
11263,cpuc general counsel arocles aguilar comments in state hearing says pge cant break contracts without cpuc approval and believes breaking contracts would compromise reliability,2019-03-05,PCG,0.9802770614624023,0.012773199938237667,0.006949815899133682
11264,pge option alert apr 18 19 calls sweep 35 near the ask 1375  13 vs 1212 oi earnings 52 before open est ref1837,2019-03-05,PCG,0.9999942779541016,6.465818955803115e-07,5.141408109921031e-06
11265,pge to face pressure from more investors over board picks,2019-03-05,PCG,5.384278665587772e-06,3.1434970878763124e-05,0.9999631643295288
11266,pge option alert jun 21 25 calls sweep 12 near the ask 500  06 vs 4648 oi earnings 52 before open est ref179945,2019-03-04,PCG,0.9999874830245972,8.226141972045298e-07,1.1701404218911193e-05
11267,pge option alert jun 21 25 calls sweep 5 near the ask 500  06 vs 4648 oi earnings 52 before open est ref17995,2019-03-04,PCG,0.9999856948852539,1.7616646346141351e-06,1.2515761227405164e-05
11268,wells fargo still cautious on california utilities,2019-03-04,PCG,5.372797659219941e-06,2.1867997475055745e-06,0.9999924898147583
11269,bluemountain reports nomination of 13 directors to pge board,2019-03-01,PCG,0.999964714050293,2.9585532956843963e-06,3.236258271499537e-05
11270,pge records 105b charge related to 2018 camp fire and additional 10b charge related to 2017 northern california wildfires,2019-02-28,PCG,0.9641669392585754,0.00011922686826437712,0.03571389615535736
11271,pga not providing guidance for 2019 earnings from ops due to continuing uncertainty due to 2018 camp fire 2017 northern california wildfires chapter 11 proceedings,2019-02-28,PCG,0.40052932500839233,6.695807769574458e-06,0.599463939666748
11272,pge q4 adj eps 080 beats 064 estimate,2019-02-28,PCG,7.145165881183857e-08,0.9999998807907104,3.644524326773535e-08
11273,13 stocks to watch for february 28 2019,2019-02-28,PCG,0.9999779462814331,3.0674888762405317e-07,2.17010729102185e-05
11274,earnings scheduled for february 28 2019,2019-02-28,PCG,0.9999979734420776,6.519311313013532e-08,1.9266788058303064e-06
11275,update regulatory filings show pge repeatedly delayed work on power line for 5 years,2019-02-27,PCG,0.00030922997393645346,7.066648322506808e-06,0.9996837377548218
11276,pge power line near california camp fire needed a safety overhaul since 2013,2019-02-27,PCG,0.0259937085211277,0.08514336496591568,0.8888629078865051
11277,avenue capital group ceo marc lasry in cnbc interview says participated in pges dip financing says he thinks it is a safe investment,2019-02-26,PCG,0.8410900235176086,0.15772438049316406,0.001185552915558219
11278,benzingas top upgrades downgrades for february 26 2019,2019-02-26,PCG,0.9998127818107605,3.106224539806135e-06,0.00018420191190671176
11279,argus upgrades pge to hold,2019-02-26,PCG,0.8674235939979553,0.11994283646345139,0.01263358909636736
11280,pge option alert apr 18 16 puts sweep 19 near the bid 755  085 vs 2355 oi earnings 228 before open ref1865,2019-02-22,PCG,0.9999909400939941,4.858653028350091e-06,4.160628577665193e-06
11281,pge shares resume trade rebounding from 1850 level still down 33 for session,2019-02-22,PCG,0.8385552167892456,0.006920855492353439,0.15452389419078827
11282,pge shares halted on circuit breaker down 46,2019-02-22,PCG,1.280739184039703e-06,5.210218887441442e-07,0.9999982118606567
11283,midafternoon market update dow falls 150 points delphi technologies shares spike higher,2019-02-21,PCG,0.00019088858971372247,0.9998019337654114,7.0924115789239295e-06
11284,midday market update immune design jumps following acquisition news carbon black shares slide,2019-02-21,PCG,0.998824417591095,0.0011681800242513418,7.436047326336848e-06
11285,midmorning market update markets open lower dominos pizza misses q4 views,2019-02-21,PCG,3.6928130953128857e-07,2.7713866757039796e-07,0.9999994039535522
11286,pge to extend deadline for receipt of written notice by shareholder of any business to be brought before 2019 annual meeting to march 1 2019 from feb 21 2019,2019-02-21,PCG,0.9998857975006104,1.5579254977637902e-05,9.854189556790516e-05
11287,should we break up pge east bay express,2019-02-20,PCG,0.9998369216918945,1.0987029099851497e-06,0.00016196236538235098
11288,pge option alert apr 18 25 calls sweep 41 near the ask 2525  0401 vs 213 oi earnings 228 before open ref1808,2019-02-20,PCG,0.9999939203262329,5.730532848247094e-07,5.466191396408249e-06
11289,pge option alert jun 21 25 calls sweep 2 near the ask 500  0975 vs 2438 oi earnings 228 before open ref1833,2019-02-20,PCG,0.9999901056289673,1.7727755903251818e-06,8.07142259873217e-06
11290,26 stocks moving in wednesdays premarket session,2019-02-20,PCG,0.9999978542327881,1.5306545719795395e-07,1.9744818473554915e-06
11291,71 biggest movers from yesterday,2019-02-20,PCG,0.9231376051902771,0.004339671693742275,0.07252270728349686
11292,pge option alert jun 21 25 calls sweep 19 near the ask 1000  095 vs 1431 oi earnings 228 before open ref179299,2019-02-19,PCG,0.9999856948852539,6.40061500689626e-07,1.3723031770496164e-05
11293,54 stocks moving in tuesdays midday session,2019-02-19,PCG,0.9999966621398926,7.396305079510057e-08,3.170716581735178e-06
11294,citi upgrades pge raises price target by 200,2019-02-19,PCG,1.8603737771627493e-05,0.9999809265136719,4.3864645249414025e-07
11295,pge option alert jun 21 19 calls sweep 2 near the ask 500  23 vs 198 oi earnings 228 before open ref1775,2019-02-19,PCG,0.999992847442627,2.4386147288169013e-06,4.775591605721274e-06
11296,pge option alert jun 21 19 calls sweep 2 near the ask 500  215 vs 198 oi earnings 228 before open ref174167,2019-02-19,PCG,0.9999818801879883,1.7813838439906249e-06,1.6285675883409567e-05
11297,pge option alert jun 21 18 calls sweep 3 near the ask 804  2351 vs 4085 oi earnings 228 before open ref1698,2019-02-19,PCG,0.9999912977218628,1.744170049278182e-06,6.925490652065491e-06
11298,10 biggest price target changes for tuesday,2019-02-19,PCG,0.9999712705612183,2.292908902745694e-06,2.641626269905828e-05
11299,pge option alert apr 18 14 puts sweep 17 near the bid 1500  075 vs 3274 oi earnings 228 before open ref163625,2019-02-19,PCG,0.9999881982803345,3.1146932997216936e-06,8.757611794862896e-06
11300,benzingas top upgrades downgrades for february 19 2019,2019-02-19,PCG,0.9997974038124084,3.387031256352202e-06,0.00019922576029784977
11301,update citi upgrades and raises pge price target as firm notes public comments by the governor and recent conversations with teams in sacramento suggest that legislation to limit future wildfire risk could be passed in 6090 days,2019-02-19,PCG,0.013432608917355537,0.9865608811378479,6.5148165049322415e-06
11302,pge shares are trading higher after the company was upgraded by citigroup from neutral to buy and the price target was raised from 11 to 33,2019-02-19,PCG,1.6055510343448987e-07,0.9999998807907104,5.722483820136404e-09
11303,25 stocks moving in tuesdays premarket session,2019-02-19,PCG,0.9999984502792358,8.494425429717012e-08,1.4422334970731754e-06
11304,citigroup upgrades pge to buy raises price target to 33,2019-02-19,PCG,3.1793902621757297e-07,0.9999995231628418,1.2838904694945086e-07
11305,pge shares up 8 premarket as hearing citigroup upgraded from neutral to buy set 33 price target,2019-02-19,PCG,1.29879992982751e-06,0.9999986886978149,2.8575191990398707e-08
11306,q4 13f roundup how buffett einhorn ackman and others adjusted their portfolios,2019-02-15,PCG,0.9999269247055054,4.512416182933521e-07,7.256751996465027e-05
11307,pge issues release highlighting notice of unsolicited minitender offer from baker mills for purchase of up to 200k shares at 4share,2019-02-15,PCG,0.9997239708900452,7.06957871443592e-05,0.00020528539607767016
11308,clearway offers update to business capital allocation plan given impact from pge bankruptcy,2019-02-14,PCG,0.9999969005584717,1.0338508218410425e-06,2.0022730495838914e-06
11309,update bluemountain questions why pge would deem it appropriate that as many as 5 incumbent directors remain on the board or why incumbent directors given pges track record during their tenure should have a role in selecting new directors,2019-02-13,PCG,0.9985923171043396,2.6183732188655995e-05,0.0013814566191285849
11310,bluemountain capital issues release highlights nominations deals have been executed by 13 candidates for pge board,2019-02-13,PCG,0.9993079900741577,0.0005660687456838787,0.00012588623212650418
11311,well fargo downgrades edison international on liability legislation pessimism,2019-02-11,PCG,3.656960325315595e-05,7.001377525739372e-06,0.9999563694000244
11312,pge says it expects the majority of its board will be new independent board members,2019-02-11,PCG,0.9999967813491821,2.6776626782520907e-07,2.922074372690986e-06
11313,midday market update mattel jumps on upbeat q4 results biocept shares slide,2019-02-08,PCG,5.303925718180835e-05,0.9999469518661499,1.1648293885002658e-08
11314,pge option alert jun 21 15 calls sweep 15 near the ask 741  24 vs 914 oi earnings 214 before open est ref138681,2019-02-07,PCG,0.9999803304672241,2.4082028176053427e-06,1.7247330106329173e-05
11315,pge submits 2019 wildfire safety plan to cpuc,2019-02-07,PCG,0.9999654293060303,8.015196726773866e-06,2.6592411813908257e-05
11316,we are aware that a gas incident has occurred in the sanfrancisco richmond area 3300 block of geary blvd please avoid the area we are working closely w first responders tweet from pge,2019-02-06,PCG,0.9714715480804443,1.1711629667843226e-05,0.02851683273911476
11317,canadian solar says has potential exposure with respect to 60 mwac of power purchase agreements with pge for a portion of gaskell west 2 project,2019-02-06,PCG,0.07359948754310608,1.240768233401468e-05,0.9263880848884583
11318,pge option alert feb 15 15 calls sweep 44 near the ask 5010  035 vs 14215 oi earnings 214 before open est ref13,2019-02-05,PCG,0.9999812841415405,3.6069407087779837e-06,1.5157558664213866e-05
11319,pge receives court approval of first day motions to support normal business operations court grants co interim approval to access up to 15b of its 55b in dip financing,2019-02-01,PCG,0.4772093892097473,0.5227702856063843,2.0312932974775322e-05
11320,utility regulator considering public takeover of pge amid growing protests earlier tweet from cbs sacramento shares did not appear to react,2019-02-01,PCG,0.11262359470129013,0.0005000365781597793,0.8868764042854309
11321,pge gets court ok to tap 15b of bankruptcy loan,2019-02-01,PCG,0.9927771091461182,0.0071146260015666485,0.00010834571003215387
11322,consolidated edison 8k shows co subsidiary agreed to sell output of renewable electric production projects with aggregate of 680mw of generating capacity to pge under longterm power purchase deals,2019-01-31,PCG,0.9999715089797974,2.159346877306234e-06,2.6340296244597994e-05
11323,benzinga pros top 10 mostsearched tickers for afternoon of wed jan 30 2019,2019-01-30,PCG,0.9999949932098389,2.1751534404756967e-06,2.818306711560581e-06
11324,pge judge says clearcut pattern of utility starting fires,2019-01-30,PCG,0.9999455213546753,3.453405952313915e-05,1.988495023397263e-05
11325,pge option alert sep 20 10 puts sweep 7 near the bid 1106  2101 vs 95 oi earnings 28 before open est ref137,2019-01-30,PCG,0.9999145269393921,3.417672633077018e-05,5.129389319336042e-05
11326,pge shares spike 29 higher over last few mins not seeing news but price action intensified as 14 resistance level was breached to the upside,2019-01-30,PCG,0.02055278979241848,0.5497938394546509,0.4296533465385437
11327,25 stocks moving in wednesdays premarket session,2019-01-30,PCG,0.9999982118606567,1.2801670834505785e-07,1.6787159893283388e-06
11328,58 biggest movers from yesterday,2019-01-30,PCG,0.9679857492446899,0.0028310383204370737,0.02918318659067154
11329,sp downgrades pge from cc to d outlook moves from credit watch negative to nm,2019-01-29,PCG,0.0017669347580522299,0.00514749763533473,0.9930856227874756
11330,46 stocks moving in tuesdays midday session,2019-01-29,PCG,0.9999961853027344,9.638117148824676e-08,3.642426463557058e-06
11331,morgan stanley 6 questions for pge after utilitys bankruptcy filing,2019-01-29,PCG,0.20956195890903473,3.907880454789847e-05,0.7903990149497986
11332,pge option alert feb 15 18 calls at the ask 750  03 vs 3823 oi earnings 28 before open est ref1387,2019-01-29,PCG,0.9999880790710449,4.765959602082148e-06,7.144073606468737e-06
11333,pge officially files for bankruptcy,2019-01-29,PCG,0.21517395973205566,0.0010213593486696482,0.7838046550750732
11334,pge option alert mar 15 13 calls at the ask 1000  2101 vs 2013 oi earnings 28 before open est ref1269,2019-01-29,PCG,0.9999884366989136,3.5811331144941505e-06,7.92973969510058e-06
11335,benzinga pros top 10 mostsearched tickers for morning of tues jan 29 2019,2019-01-29,PCG,0.999997615814209,9.561991873852094e-07,1.407987610946293e-06
11336,pge shares up 12 over last few mins not seeing news to justify spike higher but upside has intensified as 12 resistance level was breached,2019-01-29,PCG,0.000855571823194623,0.9990246295928955,0.00011982807336607948
11337,24 stocks moving in tuesdays premarket session,2019-01-29,PCG,0.9999978542327881,1.6793036650142312e-07,1.9966403215221362e-06
11338,bluemountain capital management says  pges reckless chapter 11 filing will harm all stakeholders,2019-01-29,PCG,2.3816323846403975e-06,7.327741968765622e-06,0.9999903440475464
11339,pge shares fall 13 premarket after announcing chapter 11 filing,2019-01-29,PCG,0.0007744929171167314,1.4462974831985775e-05,0.9992110729217529
11340,update pge corp lists assets and liabilities of more than 50b,2019-01-29,PCG,0.9999974966049194,4.952739800501149e-07,2.0426750779733993e-06
11341,update pge seeks court approval to access 55b in debtorinpossession financing to support operations and ongoing safety initiatives,2019-01-29,PCG,0.10794847458600998,0.8919910788536072,6.039865911589004e-05
11342,pge files for reorganization under chapter 11,2019-01-29,PCG,0.9928802847862244,0.00042019286775030196,0.006699602585285902
11343,pge to name restructuring chief in final bankruptcy preparations bankruptcy filing expected to come as soon as early tuesday morning,2019-01-28,PCG,0.9999837875366211,1.339721438853303e-05,2.862416295101866e-06
11344,california public utilities voting meeting link,2019-01-28,PCG,0.9999947547912598,1.2909421229778673e-06,3.960426056437427e-06
11345,pge is said to still plan bankruptcy despite investor proposal,2019-01-28,PCG,0.041248906403779984,0.00018779966922011226,0.9585633277893066
11346,pge shares ticking lower after hours down 7 california public utilities commission earlier said it will hold an emergency commission meeting at 530 pm est,2019-01-28,PCG,0.6085357666015625,0.017972329631447792,0.37349194288253784
11347,pge option alert mar 15 14 calls sweep 8 near the ask 500  16 vs 282 oi earnings 28 before open est ref120,2019-01-28,PCG,0.9999781847000122,6.219989700184669e-06,1.557579162181355e-05
11348,california utilities regulator to meet to review pge request to seek up to 6b in debtorinpossession financing,2019-01-28,PCG,0.9999548196792603,8.580716894357465e-06,3.6612749681808054e-05
11349,36 stocks moving in mondays midday session,2019-01-28,PCG,0.9999948740005493,1.439973686956364e-07,5.0378671403450426e-06
11350,pge option alert apr 18 15 calls sweep 28 near the ask 1221  195 vs 199 oi earnings 28 before open est ref12375,2019-01-28,PCG,0.9999942779541016,7.891134714554937e-07,4.875253580394201e-06
11351,pge shares resume trading,2019-01-28,PCG,0.9894144535064697,0.00015578503371216357,0.010429773479700089
11352,pge shares resume trading make a 1415share high shares halted again,2019-01-28,PCG,3.963158178521553e-06,1.1593738236115314e-06,0.9999948740005493
11353,pge shares are trading higher following a media report investors have offered the company a 4b lifeline to avoid bankruptcy,2019-01-28,PCG,8.273640901279578e-07,0.9999991655349731,4.817398391310235e-08
11354,pge shares halted on a circuit breaker hearing investors offer a 4b plan to keep company from bankruptcy,2019-01-28,PCG,0.002018745057284832,3.3610987884458154e-05,0.997947633266449
11355,pge option alert feb 15 15 calls sweep 11 near the ask 1000  08 vs 10298 oi earnings 28 before open est ref1199,2019-01-28,PCG,0.9999935626983643,5.592495426753885e-07,5.805558430438396e-06
11356,pge option alert mar 15 10 puts at the bid 995  1351 vs 19113 oi earnings 28 before open est ref12055,2019-01-28,PCG,0.9999850988388062,3.2228324471361702e-06,1.1701018593157642e-05
11357,wolfe research upgrades pge to outperform,2019-01-28,PCG,2.1400467176135862e-08,0.9999998807907104,8.92188083412293e-08
11358,pge option alert feb 15 10 calls sweep 12 near the ask 1000  215 vs 17982 oi earnings 28 before open est ref10925,2019-01-28,PCG,0.9999803304672241,4.939840891893255e-06,1.472637723054504e-05
11359,pge option alert feb 15 6 puts at the bid 900  03 vs 17337 oi earnings 28 before open est ref10676,2019-01-28,PCG,0.9999830722808838,9.114969543588813e-06,7.908324732852634e-06
11360,benzinga pros top 7 mostsearched tickers for morning of mon jan 28 2019,2019-01-28,PCG,0.9999970197677612,1.011366748571163e-06,2.021758746195701e-06
11361,pge shares are continuing lower after a 75 gain last thursday into the companys expected bankruptcy filing as early as january 29th,2019-01-28,PCG,0.00516578508540988,0.12243714183568954,0.8723970651626587
11362,20 stocks moving in mondays premarket session,2019-01-28,PCG,0.9999986886978149,1.407964163036013e-07,1.2340140074229566e-06
11363,pge erases settlements with fire victims ahead of bankruptcy according to bloomberg,2019-01-28,PCG,0.9990556836128235,0.0002192179235862568,0.0007250512135215104
11364,55 biggest movers from friday,2019-01-28,PCG,0.9964435696601868,0.0005219192826189101,0.0030345094855874777
11365,midafternoon market update lantronix rises after q2 results pge shares slide,2019-01-25,PCG,0.9999921321868896,6.040905645932071e-06,1.7761433355190093e-06
11366,benzinga pros top 10 mostsearched tickers for afternoon of fri jan 25 2019,2019-01-25,PCG,0.9999948740005493,1.3500681461664499e-06,3.7918741782050347e-06
11367,35 stocks moving in fridays midday session,2019-01-25,PCG,0.9999954700469971,1.4157799910208269e-07,4.386325144878356e-06
11368,fitch says bbb rating for pges 55 bln dip facility is supported by strong overcollateralization of the fully drawn dip facility,2019-01-25,PCG,0.000350707967299968,0.9996464252471924,2.844353275577305e-06
11369,fitch says dip ratings do not apply to any bridge facility of pge that may be put in place prior to bankruptcy petition date,2019-01-25,PCG,0.9999082088470459,1.2963090512130293e-06,9.041242446983233e-05
11370,fitch says expects to downgrade pges longterm issuer default rating to d on or about the bankruptcy petition date,2019-01-25,PCG,0.006480278447270393,0.0008795243338681757,0.9926401972770691
11371,fitch says pges c longterm issuer default rating and prepetition issue ratings are unaffected by rating action,2019-01-25,PCG,0.9716885685920715,0.0020477515645325184,0.026263635605573654
11372,fitch rates pges 55 bln dip facility bbb,2019-01-25,PCG,0.9992541670799255,8.59557039802894e-05,0.0006597524043172598
11373,market looks to end week on high note amid potential progress on ending shutdown,2019-01-25,PCG,0.982282817363739,0.0164947472512722,0.001222337712533772
11374,wall street reacts to the latest pge liability ruling,2019-01-25,PCG,0.5527334809303284,0.007427804172039032,0.4398387372493744
11375,pge option alert feb 1 16 calls sweep 4 near the ask 500  0801 vs 320 oi earnings 28 before open est ref1247,2019-01-25,PCG,0.9999910593032837,2.569973958088667e-06,6.290287728916155e-06
11376,10 biggest price target changes for friday,2019-01-25,PCG,0.9999744892120361,1.5557080814687652e-06,2.397605021542404e-05
11377,pge option alert feb 15 10 puts sweep 11 near the bid 1000  135 vs 39470 oi earnings 28 before open est ref1211,2019-01-25,PCG,0.9999610185623169,1.9614006305346265e-05,1.9331255316501483e-05
11378,pge option alert feb 15 10 puts sweep 7 near the bid 1000  145 vs 39470 oi earnings 28 before open est ref1208,2019-01-25,PCG,0.9999750852584839,9.503300134383608e-06,1.5339002857217565e-05
11379,seeing order imbalance in pge showing last price of 1395,2019-01-25,PCG,0.9882254600524902,2.0524590581771918e-05,0.011754089035093784
11380,pge shares are trading lower although the company was cleared of its role in the 2017 tubbs fire it warned that it still faces extensive litigation and financial challenges as a result of other 2018 fires,2019-01-25,PCG,5.356637871045677e-07,3.4627231798367575e-05,0.9999648332595825
11381,morgan stanley maintains equalweight on pge raises price target to 1750,2019-01-25,PCG,0.4568355679512024,0.5428571105003357,0.00030730071011930704
11382,update jp morgan notes pge is largely absolved of our estimated 7bn of liabilities stemming from the tubbs fire and firm also notes despite this favorable finding pcg continues to face roughly 28bn of gross fire liabilities,2019-01-25,PCG,0.8211212754249573,0.1553218513727188,0.02355688065290451
11383,update jp morgan on pge notes ultimately the tubbs findings represent a clear positive for pcg but only somewhat impact the need for the company to seek a grand bargain outcome in resolving fire liabilities,2019-01-25,PCG,2.9257780198577166e-08,1.0,1.283361594772714e-08
11384,jp morgan maintains neutral on pge raises price target to 11,2019-01-25,PCG,0.43577995896339417,0.087489552795887,0.47673049569129944
11385,21 stocks moving in fridays premarket session,2019-01-25,PCG,0.9999967813491821,2.1489415757969255e-07,2.9524894671340007e-06
11386,62 biggest movers from yesterday,2019-01-25,PCG,0.9163211584091187,0.00450866250321269,0.07917014509439468
