fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Symbol
2020-12-31,USD,47414000000,7117000000,4945000000,4945000000,1966000000,137000000,20828000000,2012000000,3138000000,17792000000,12615000000,5177000000,19529000000,19529000000,19529000000,69000000,964000000,44449000000,9063000000,380000000,301000000,1500000000,0,35386000000,None,29471000000,1500000000,27971000000,29471000000,3999000000,381000000,2839000000,34344000000,34679000000,935000000,1858419165,MO
2020-09-30,USD,46651000000,6399000000,4123000000,4123000000,1862000000,151000000,20904000000,2009000000,3164000000,17810000000,12633000000,5177000000,19408000000,19408000000,19408000000,263000000,1025000000,43380000000,8290000000,348000000,250000000,1500000000,0,35090000000,None,29300000000,1500000000,27755000000,29300000000,3584000000,409000000,3139000000,34344000000,34356000000,935000000,1858000000,MO
2020-06-30,USD,50200000000,7004000000,4826000000,4826000000,1914000000,140000000,20934000000,2002000000,3135000000,17827000000,12650000000,5177000000,22319000000,22319000000,None,124000000,1048000000,44376000000,9400000000,273000000,188000000,1500000000,1500000000,34976000000,None,27542000000,1500000000,27542000000,29042000000,5829000000,410000000,5688000000,34345000000,36908000000,935000000,1858000000,MO
2020-03-31,USD,52618000000,7935000000,5616000000,5616000000,2006000000,147000000,20867000000,1997000000,3106000000,17845000000,12668000000,5177000000,23861000000,23861000000,None,166000000,980000000,45943000000,11154000000,278000000,219000000,3000000000,3000000000,34789000000,None,26971000000,0,26971000000,3000000000,7483000000,402000000,6543000000,34346000000,36528000000,935000000,1858000000,MO
2019-12-31,USD,49271000000,4824000000,2117000000,2117000000,2293000000,152000000,20909000000,1999000000,3075000000,17864000000,12687000000,5177000000,23581000000,23581000000,None,262000000,1003000000,42914000000,8174000000,325000000,362000000,1000000000,0,34740000000,None,28042000000,1000000000,27042000000,28042000000,3828000000,345000000,6222000000,34358000000,36539000000,935000000,1857981554,MO
2019-09-30,USD,52913000000,4291000000,1604000000,1604000000,2188000000,165000000,21316000000,1962000000,3047000000,17950000000,12688000000,5262000000,27346000000,27346000000,None,319000000,1364000000,42237000000,7662000000,246000000,229000000,1000000000,0,34575000000,None,26903000000,1000000000,26903000000,0,6416000000,316000000,10545000000,33858000000,39910000000,935000000,1868000000,MO
2019-06-30,USD,57501000000,4483000000,1796000000,1796000000,2235000000,163000000,53052000000,1917000000,3016000000,17527000000,12331000000,5196000000,32094000000,32094000000,None,210000000,1480000000,42997000000,7952000000,224000000,364000000,2144000000,0,35045000000,None,27096000000,2144000000,27096000000,0,5584000000,364000000,14464000000,33859000000,44081000000,935000000,1870000000,MO
2019-03-31,USD,59233000000,6262000000,3352000000,3352000000,2356000000,158000000,53006000000,1922000000,2995000000,17523000000,12327000000,5196000000,32015000000,32015000000,None,393000000,1511000000,45114000000,10119000000,205000000,None,2144000000,0,29642000000,None,27024000000,2144000000,27024000000,0,3608000000,357000000,14079000000,33664000000,43582000000,935000000,1874000000,MO
2018-12-31,USD,55459000000,4299000000,1333000000,14133000000,2331000000,142000000,38582000000,1938000000,3012000000,17475000000,12279000000,5196000000,30496000000,17696000000,12800000000,326000000,1251000000,40631000000,21193000000,399000000,288000000,13848000000,12704000000,14445000000,None,13042000000,1144000000,11898000000,25746000000,3891000000,254000000,14787000000,33524000000,43962000000,935000000,1874057595,MO
2018-09-30,USD,43953000000,5165000000,2393000000,2393000000,2077000000,187000000,38828000000,1891000000,2970000000,17692000000,12385000000,5307000000,17825000000,17825000000,59000000,424000000,532000000,28419000000,8646000000,289000000,None,2007000000,0,14346000000,None,11896000000,2007000000,11896000000,0,6350000000,207000000,15494000000,33171000000,43805000000,935000000,1883000000,MO
2023-06-30,USD,477607000000,140482000000,49529000000,63970000000,36587000000,39925000000,143356000000,193784000000,None,22785000000,None,22785000000,64292000000,None,14441000000,523000000,50224000000,309005000000,148238000000,69481000000,17222000000,8121000000,1100000000,163467000000,10434000000,67472000000,3997000000,63092000000,68572000000,78757000000,21853000000,168602000000,7837000000,93115000000,108000000,10313000000,AMZN
2023-03-31,USD,464378000000,136221000000,49343000000,64405000000,34170000000,37646000000,137417000000,190754000000,None,22749000000,None,22749000000,65659000000,None,15062000000,377000000,46392000000,309852000000,147570000000,66907000000,17081000000,6776000000,1100000000,165082000000,10771000000,69472000000,2000000000,67084000000,70572000000,66382000000,20931000000,154526000000,7837000000,86365000000,108000000,10258000000,AMZN
2022-12-31,USD,462675000000,146791000000,53888000000,70026000000,34405000000,42360000000,135273000000,186715000000,None,26385000000,6097000000,20288000000,72154000000,None,16138000000,358000000,42758000000,316632000000,155393000000,79600000000,32227000000,7396000000,1200000000,164139000000,11386000000,70542000000,2999000000,67150000000,71742000000,62566000000,21121000000,146043000000,7837000000,83193000000,108000000,10242000000,AMZN
2022-09-30,USD,428362000000,131463000000,34947000000,58662000000,36647000000,36154000000,119711000000,177195000000,None,20168000000,None,20168000000,65881000000,None,23715000000,36154000000,37503000000,290873000000,140363000000,67760000000,15329000000,10383000000,1100000000,153210000000,11595000000,63541000000,4247000000,58919000000,64641000000,59974000000,22259000000,137489000000,7837000000,82915000000,107000000,10198000000,AMZN
2022-06-30,USD,419728000000,133667000000,37478000000,60710000000,38153000000,34804000000,112370000000,173706000000,None,20195000000,None,20195000000,69363000000,None,23232000000,207000000,33730000000,288326000000,140291000000,71219000000,15418000000,11025000000,235000000,150635000000,12625000000,63435000000,4998000000,58053000000,63670000000,56254000000,23458000000,131402000000,7837000000,80043000000,107000000,10183000000,AMZN
2022-03-31,USD,410767000000,133876000000,36393000000,66385000000,34987000000,32504000000,108438000000,168468000000,None,20229000000,None,20229000000,77110000000,None,29992000000,191000000,32033000000,276766000000,139508000000,68547000000,15320000000,9523000000,None,139758000000,14085000000,50553000000,2681000000,47556000000,50553000000,58141000000,23971000000,134001000000,4503000000,82071000000,5000000,509000000,AMZN
2021-12-31,USD,420549000000,161580000000,36220000000,96049000000,32640000000,32891000000,103810000000,160281000000,None,20478000000,5107000000,15371000000,127810000000,None,59829000000,242000000,27235000000,282304000000,142266000000,78664000000,28027000000,9574000000,318000000,142238000000,15670000000,50553000000,1491000000,48744000000,50871000000,51775000000,23643000000,138245000000,1837000000,85915000000,106000000,509000000,AMZN
2021-09-30,USD,382406000000,138531000000,29944000000,78988000000,30933000000,28610000000,96738000000,147152000000,None,15345000000,None,15345000000,116191000000,None,49044000000,218000000,29227000000,261842000000,123994000000,71474000000,12974000000,9712000000,None,139848000000,15807000000,51376000000,1000000000,50055000000,51376000000,41546000000,23945000000,120564000000,1837000000,71592000000,5000000,507000000,AMZN
2021-06-30,USD,360319000000,140848000000,40380000000,89894000000,24119000000,26835000000,85991000000,133502000000,None,15350000000,None,15350000000,127527000000,None,49514000000,265000000,27273000000,245516000000,117792000000,66090000000,12595000000,10600000000,None,129624000000,16228000000,51762000000,1158000000,50279000000,51762000000,41007000000,21148000000,114803000000,1837000000,68436000000,5000000,506000000,AMZN
2021-03-31,USD,323077000000,121408000000,33834000000,73270000000,23849000000,24289000000,149530000000,52161000000,None,15220000000,None,15220000000,102276000000,None,39436000000,299000000,25660000000,219757000000,115404000000,63926000000,12439000000,11018000000,None,106253000000,16930000000,33227000000,1156000000,31868000000,33227000000,40939000000,19418000000,103320000000,1837000000,60658000000,5000000,504000000,AMZN
2020-12-31,USD,321195000000,132733000000,42122000000,84396000000,23795000000,24542000000,148451000000,45014000000,None,19998000000,4981000000,15017000000,116207000000,None,42274000000,233000000,22778000000,227791000000,126385000000,72539000000,23208000000,11529000000,59000000,103306000000,18060000000,33174000000,1155000000,31816000000,33174000000,44138000000,17017000000,93404000000,1837000000,52551000000,5000000,503000000,AMZN
2020-09-30,USD,282179000000,112969000000,29930000000,68402000000,23735000000,20832000000,234143000000,99981000000,None,14960000000,None,14960000000,97030000000,None,38472000000,239000000,20150000000,199404000000,101912000000,58334000000,11151000000,10415000000,None,99392000000,17490000000,33288000000,155000000,32929000000,33288000000,34327000000,15974000000,82775000000,1837000000,45329000000,5000000,502000000,AMZN
2020-06-30,USD,258314000000,110908000000,37466000000,71391000000,19599000000,19918000000,208228000000,86517000000,None,14751000000,None,14751000000,96006000000,None,33925000000,354000000,17601000000,184586000000,93896000000,51036000000,8997000000,11215000000,None,90690000000,16729000000,34486000000,1154000000,33128000000,34486000000,33863000000,14764000000,73728000000,1837000000,38998000000,5000000,501000000,AMZN
2020-03-31,USD,221238000000,85985000000,27201000000,49292000000,18857000000,17836000000,193275000000,77779000000,None,14739000000,None,14739000000,63151000000,None,22091000000,282000000,16456000000,155966000000,79711000000,40056000000,10664000000,14414000000,None,78055000000,16495000000,24849000000,1311000000,23437000000,24849000000,30791000000,12518000000,65272000000,1837000000,33755000000,5000000,499000000,AMZN
2019-12-31,USD,225248000000,96334000000,36092000000,55021000000,20497000000,20816000000,190405000000,72705000000,46975000000,18803000000,4049000000,14754000000,64288000000,2169000000,18929000000,276000000,16314000000,163188000000,87812000000,47183000000,20390000000,14330000000,1307000000,77376000000,17095000000,24820000000,1305000000,23414000000,24820000000,32439000000,12171000000,62060000000,1837000000,31220000000,5000000,498000000,AMZN
2019-09-30,USD,199099000000,79054000000,23255000000,43401000000,18766000000,16887000000,173787000000,67662000000,None,14734000000,None,14734000000,54719000000,1420000000,20146000000,257000000,14535000000,142591000000,72136000000,35794000000,8981000000,15061000000,2841000000,72055000000,15996000000,25411000000,2841000000,22472000000,25411000000,28961000000,10925000000,56508000000,1837000000,27952000000,5000000,495000000,AMZN
2019-06-30,USD,191351000000,76790000000,22616000000,41463000000,18580000000,16747000000,164892000000,64723000000,None,14727000000,None,14727000000,51831000000,1501000000,18847000000,418000000,13462000000,138290000000,69678000000,36063000000,9075000000,13151000000,1636000000,70212000000,15350000000,25066000000,1636000000,23329000000,25066000000,26140000000,10149000000,53061000000,1837000000,25818000000,5000000,494000000,AMZN
2019-03-31,USD,178102000000,69431000000,23115000000,37020000000,16432000000,15979000000,88572000000,61048000000,None,14708000000,None,14708000000,42421000000,594000000,13905000000,359000000,12783000000,129692000000,63695000000,31809000000,None,1608000000,1608000000,34122000000,14884000000,25031000000,1608000000,23322000000,25031000000,24588000000,9400000000,48410000000,1837000000,23193000000,5000000,492000000,AMZN
2018-12-31,USD,162648000000,75101000000,31750000000,41250000000,17174000000,16677000000,91662000000,61797000000,33973000000,18658000000,4110000000,14548000000,40567000000,440000000,9500000000,418000000,11202000000,119099000000,68391000000,38192000000,15836000000,9071000000,1371000000,61758000000,None,24965000000,1371000000,23495000000,24965000000,23663000000,17563000000,43549000000,1837000000,19625000000,5000000,491000000,AMZN
2018-09-30,USD,143695000000,59885000000,20425000000,29765000000,15862000000,14258000000,83813000000,58019000000,None,14553000000,14553000000,14553000000,31465000000,573000000,9340000000,604000000,11238000000,104570000000,55324000000,30904000000,None,6944000000,44000000,59146000000,None,24829000000,44000000,24684000000,24829000000,18420000000,24562000000,39125000000,1837000000,16616000000,5000000,489000000,AMZN
2023-06-30,USD,17003000000,5308000000,689000000,689000000,2083000000,1875000000,11695000000,3705000000,None,6890000000,1524000000,5366000000,19000000,None,None,531000000,309000000,12913000000,4476000000,2690000000,None,93000000,80000000,8437000000,40000000,4876000000,3000000,None,4956000000,1297000000,481000000,4026000000,12000000,865000000,14000000,1493000000,AMCR
2023-03-31,USD,17278000000,5588000000,564000000,564000000,2420000000,2034000000,11690000000,3741000000,None,6886000000,1548000000,5338000000,15000000,None,None,2990000000,300000000,12970000000,4408000000,2528000000,None,209000000,196000000,8562000000,466000000,6804000000,13000000,None,196000000,1312000000,449000000,4248000000,14000000,863000000,15000000,1470000000,AMCR
2022-12-31,USD,17475000000,5863000000,837000000,837000000,2509000000,1972000000,11612000000,3687000000,None,6858000000,1577000000,5281000000,10000000,None,None,545000000,304000000,13064000000,4393000000,2785000000,None,62000000,48000000,8671000000,476000000,6840000000,14000000,None,48000000,1202000000,488000000,4353000000,18000000,866000000,15000000,1475000000,AMCR
2022-09-30,USD,17292000000,5849000000,562000000,562000000,2590000000,1984000000,11443000000,3589000000,None,6846000000,1609000000,5237000000,8000000,None,None,713000000,258000000,13316000000,4589000000,2839000000,None,76000000,62000000,8727000000,470000000,6879000000,14000000,None,62000000,1264000000,523000000,3918000000,49000000,588000000,15000000,1474000000,AMCR
2022-06-30,USD,17426000000,5853000000,775000000,775000000,2439000000,1935000000,11573000000,3646000000,None,6942000000,1657000000,5285000000,13000000,None,None,704000000,206000000,13285000000,5103000000,3073000000,None,150000000,136000000,8182000000,52000000,4526000000,14000000,None,4662000000,1344000000,471000000,4082000000,18000000,534000000,15000000,1505000000,AMCR
2022-03-31,USD,17987000000,6170000000,1077000000,1077000000,2420000000,2090000000,11817000000,3772000000,None,7088000000,1709000000,5379000000,16000000,None,None,583000000,227000000,13410000000,4424000000,2816000000,None,72000000,57000000,8986000000,470000000,7177000000,15000000,None,57000000,1124000000,418000000,4517000000,35000000,604000000,15000000,1503000000,AMCR
